ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,CREATE_TIMESTAMP,UPDATE_TIMESTAMP
10135,S12_1099,42,173.17,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S12_3380,48,110.39,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S12_4675,29,103.64,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S18_1889,48,66.99,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S18_3278,45,65.94,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S18_3482,42,139.64,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S18_4721,31,133.92,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S24_2360,29,67.18,16,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S24_2972,20,34.36,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S24_3371,27,52.05,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S24_4620,23,76.8,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S32_2206,33,38.62,14,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S32_4485,30,91.85,17,2005-06-09 12:00:00,2005-06-09 12:00:00
10135,S50_4713,44,78.92,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10136,S18_1984,36,120.91,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10136,S18_3232,41,169.34,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10137,S18_1589,44,115.73,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10137,S18_2870,37,110.88,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10137,S24_1628,26,40.25,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S18_1749,33,149.6,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S18_2248,22,51.46,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S18_2325,38,114.42,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S18_4933,23,64.86,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_1046,45,59.53,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_1937,22,33.19,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_2022,33,38.53,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_2887,30,96.3,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_3191,49,77.05,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_3432,21,99.58,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10138,S24_3969,29,32.82,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10139,S18_2795,41,151.88,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10139,S18_2949,46,91.18,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10139,S18_3136,20,101.58,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S10_1949,37,186.44,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S10_4962,26,131.49,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S18_1097,32,95.67,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S18_2432,46,51.05,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S24_2300,47,118.84,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S32_1268,26,87.64,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10140,S700_2824,36,101.15,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10141,S12_4473,21,114.95,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10141,S18_3232,34,143.94,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10141,S24_2840,21,32.18,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10141,S24_4048,40,104.09,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10141,S50_1392,44,94.92,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S12_3891,46,167.83,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S18_3140,47,129.76,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S18_4027,24,122.08,15,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S18_4522,24,79.87,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S32_3207,42,60.9,16,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S700_1138,41,55.34,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S700_1938,43,77.08,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10142,S700_3962,38,91.37,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S18_1662,32,126.15,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S18_3029,46,70.54,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S24_2841,27,63.71,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S24_3420,33,59.83,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S50_1341,34,34.91,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S700_2047,26,87.8,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S700_2466,26,79.78,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10143,S700_3167,28,70.4,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10144,S32_4289,20,56.41,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S10_1678,45,76.56,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S10_4698,33,154.93,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S12_2823,49,146.1,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S24_1578,43,103.68,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S24_2000,47,63.98,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S24_2360,27,56.1,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S32_1374,33,99.89,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S50_4713,38,73.22,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10145,S700_2834,20,113.9,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10146,S18_4721,29,130.94,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10147,S12_3990,21,74.21,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10147,S12_4675,33,97.89,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10147,S18_1889,26,70.84,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10147,S18_3482,37,129.35,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10147,S24_3856,23,123.58,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10147,S24_4620,31,72.76,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S18_1589,47,108.26,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S18_1984,25,136.56,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S18_3685,28,135.63,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S18_4933,29,66.28,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S24_1046,25,65.41,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S24_2766,21,77.24,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10148,S24_3432,27,96.37,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10149,S18_1342,50,87.33,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10149,S18_1749,34,156.4,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10149,S18_2248,24,50.85,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10149,S18_3320,42,89.29,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10149,S24_2022,49,39.87,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10149,S24_3969,26,38.57,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10150,S10_1949,45,182.16,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10150,S18_1097,34,95.67,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10150,S18_2949,47,93.21,9,2005-06-09 12:00:00,2005-06-09 12:00:00
10150,S18_3136,26,97.39,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10150,S18_4600,49,111.39,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10150,S700_2824,20,95.08,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10151,S18_2238,43,152.27,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10151,S18_2319,49,106.78,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10151,S18_3232,21,167.65,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10151,S32_1268,27,84.75,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10151,S32_2509,41,43.29,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10152,S18_4027,35,117.77,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10152,S24_1444,25,49.13,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S12_1108,20,201.57,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S12_3891,49,155.72,10,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S18_3140,31,125.66,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S18_4522,22,82.5,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S700_1138,43,58,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S700_1938,31,80.55,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S700_3962,20,85.41,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10153,S72_3212,50,51.87,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S10_4757,32,129.2,13,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S18_1662,38,138.77,5,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S18_3029,44,83.44,11,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S24_2841,23,62.34,6,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S24_3420,34,56.55,7,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S24_3816,37,76.31,12,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S24_3949,44,58.69,4,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S700_2466,20,87.75,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S700_3167,43,76.8,1,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S700_4002,44,70.33,3,2005-06-09 12:00:00,2005-06-09 12:00:00
10155,S72_1253,34,49.16,8,2005-06-09 12:00:00,2005-06-09 12:00:00
10156,S700_1691,48,77.64,2,2005-06-09 12:00:00,2005-06-09 12:00:00
10157,S18_2581,33,69.27,3,2005-06-09 12:00:00,2005-06-09 12:00:00
